"movie","chapter","character","dialog"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","But two days later, Educational Decree Twenty-Four was introduced."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Again, quite correct. However, I wonder if you have any evidence that proves this group has been meeting since then?"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","I have a witness right here!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Correct again. I must confess that I was, however, under the impression that this young girl only told you a meeting was going on tonight."
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Let's ask her, shall we?"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","You can shake your head for an"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","What do you mean by shaking your head, girl?"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","But what about Potter? He was the"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Why are you shaking your head, girl?"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Again, I cannot have you manhandling my students, Professor Umbridge."
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","My apologies, Headmaster. I forgot myself."
"Harry Potter and the Order of the Phoenix","","Cornelius Fudge","Well, what about the meeting tonight?"
"Harry Potter and the Order of the Phoenix","","Cornelius Fudge","So, Dumbledore, you've been behind this whole thing."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Well, Minister. You've caught me."
"Harry Potter and the Order of the Phoenix","","Cornelius Fudge","This has all been your doing! You've been recruiting students for your army!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Quite correct, Cornelius."
"Harry Potter and the Order of the Phoenix","","Cornelius Fudge","I knew it! I KNEW it! You've been plotting against me all this time!"
"Harry Potter and the Order of the Phoenix","","Cornelius Fudge","This is too good to be true!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Professor, no!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Quiet, Harry!"
"Harry Potter and the Order of the Phoenix","","Cornelius Fudge","Yes, shut up, Potter. So, you'll be coming with us to the Ministry--"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Ah, yes. I was wondering when we'd hit that little snag."
"Harry Potter and the Order of the Phoenix","","Cornelius Fudge","I see no snag, Dumbledore."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","But I do. You seem to be laboring under the delusion that I would 'come quietly.'"
"Harry Potter and the Order of the Phoenix","","Cornelius Fudge","Resisting arrest, now are you, Dumbledore?"
"Harry Potter and the Order of the Phoenix","","Cornelius Fudge","You would really take on two Aurors, Dolores, and myself, Dumbledore?"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Naturally. All of you did rather well on your spellwork at this school, but if you attempt to take me in by force, I'm afraid I shall have to hurt you."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Are you all right?"
"Harry Potter and the Order of the Phoenix","","Minerva McGonagall","Yes, we're fine."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","I'm not going into hiding. Fudge will soon regret removing me from Hogwarts."
"Harry Potter and the Order of the Phoenix","","Harry Potter","I'm so sorry, Professor!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","It's fine. Now listen to me, Harry. Keep studying Occlumency! Do everything Professor Snape tells you."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Close your mind! You will understand, in time. Fudge is stirring."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Lay back down. They must not think we have had time to talk."
"Harry Potter and the Order of the Phoenix","","Cornelius Fudge","Find him!"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","""By Order of the Ministry of Magic: Dolores Jane Umbridge will replace Albus Dumbledore as Head of Hogwarts School of Witchcraft and Wizardry."""
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","My first act as your new Headmistress is to form an Inquisitional Squad, lead by Draco Malfoy. They will report directly to me about the goings on in the halls of this school."
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Furthermore, our good caretaker, Mr. Filch has requested we reinstate the 'old punishments.' I have decided that there is no reason we shouldn't."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Are you sure you can't? Hagrid said it was important."
"Harry Potter and the Order of the Phoenix","","Ron Weasley","No way. Quidditch practice. If I don't show up, Angelina'll go mad."
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Hagrid...we've been walking for a good hour."
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","Its jus' up ahead, here."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Could you tell us what it is, Hagrid, please?"
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","All righ'. Well, I'm showin' yeh this, because tha' Umbridge woman put me on probation. I can' last much longer afore I get sacked like Trelawney."
"Harry Potter and the Order of the Phoenix","","Hermione Granger","We won't let her!"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Of course we'll help."
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","Knew yeh'd say yes!"
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","Okay, real quiet like from here on."
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","There we are!"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Hagrid, I thought none of them wanted to come!"
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","None o' them did, Hermione! I didn' have much ruddy choice inna matter! I couldn' leave 'im!"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Oh, why, Hagrid? Why?"
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","He's me brother!"
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","Well, half-brother anyway. Me mum had 'im afore she died."
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","Here. I'll introduce yeh to Grawp!"
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","Yeh all righ', Grawp?"
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","Look wha' I brough' yeh, Grawpy! Two new friends an' all. We 'ave Harry Potter here, see? An' over here is Hermy."
"Harry Potter and the Order of the Phoenix","","Grawp","Hermy!"
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","Bad Grawpy! Bad boy!"
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","We don' attack our friends, Grawpy!"
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","See, he don' know any better."
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","Anyway, all yeh need teh do is go an' talk to 'im. Give 'ima bit o' company."
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","Oh blimey..."
"Harry Potter and the Order of the Phoenix","","Bane","I thought we told you that you were no longer welcome in this place, Hagrid. You or that beast you brought from afar."
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","S'not up to you who comes and goes in this forest."
"Harry Potter and the Order of the Phoenix","","Bane","You stopped us from invoking our punishments on Firenze for becoming the servant of the humans at"
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","Stopped yeh from committin' murder, yeh mean!"
"Harry Potter and the Order of the Phoenix","","Rubeus Hagrid","Well, you'll tolerate 'im as long as he's here!"
"Harry Potter and the Order of the Phoenix","","Bane","We allow you to pass this time, Hagrid, because you have young with you. But the next time you enter this forest, your life is forfeit."
"Harry Potter and the Order of the Phoenix","","Minerva McGonagall","Please sit, Potter."
"Harry Potter and the Order of the Phoenix","","Minerva McGonagall","You're here to have a talk with me about your career thoughts, Potter. We do this so we can begin to aim your courses over the next two years to prepare you for that career."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Oh, yeah. Well, I did think about being an Auror."
"Harry Potter and the Order of the Phoenix","","Minerva McGonagall","Auror. Interesting, Potter. You'll need top grades for that. Challenging career path, but not"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Hem hem."
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Hem hem."
"Harry Potter and the Order of the Phoenix","","Minerva McGonagall","May I offer you a cough drop, Professor Umbridge?"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Oh, no thank you, Minerva. Actually, I was just wondering if Potter has the proper temperament to be an Auror."
"Harry Potter and the Order of the Phoenix","","Minerva McGonagall","Were you indeed."
"Harry Potter and the Order of the Phoenix","","Minerva McGonagall","If you're serious in this ambition, Potter, I would recommend concentrating on bringing your Potions and Charms grades up before your O.W.L.s. I daresay you've got enough time if you apply yourself. Lord knows you've consistently done well in Defense Against the Dark Arts. Professor Lupin--"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Excuse me, Minerva, but have you seen my note on Potter's current grades in my class?"
"Harry Potter and the Order of the Phoenix","","Minerva McGonagall","Yes, indeed I have."
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Then I think you will find that Potter's grades have been consistently poor this year."
"Harry Potter and the Order of the Phoenix","","Minerva McGonagall","You apparently misunderstand me. I meant that Potter has done well in every Defense Against the Dark Arts class taught by a competent teacher."
"Harry Potter and the Order of the Phoenix","","Minerva McGonagall","Now, assuming you've passed all of your necessary classes, the Ministry will put you through a number of character and aptitude tests."
"Harry Potter and the Order of the Phoenix","","Harry Potter","What's involved in them?"
"Harry Potter and the Order of the Phoenix","","Minerva McGonagall","How you stand up under pressure, your perseverance, and dedication, things of this nature."
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Harry Potter has no chance of ever becoming an Auror!"
"Harry Potter and the Order of the Phoenix","","Minerva McGonagall","I will assist you in becoming an Auror if it the very last thing I do, Potter! I will coach you nightly in order to get the necessary grades!"
"Harry Potter and the Order of the Phoenix","","Minerva McGonagall","This concludes our meeting, Potter."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Thanks, Professor."
"Harry Potter and the Order of the Phoenix","","Severus Snape","Have you been practicing, Potter?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Yeah."
"Harry Potter and the Order of the Phoenix","","Severus Snape","Well, we shall see, won't we?"
"Harry Potter and the Order of the Phoenix","","Draco Malfoy","Excuse me, Professor. Professor Umbridge says she needs you right away."
"Harry Potter and the Order of the Phoenix","","Severus Snape","What on earth for?"
"Harry Potter and the Order of the Phoenix","","Draco Malfoy","Well, sir, remember when Montegue vanished over Christmas? She says he's turned up in a toilet on the fourth floor."
"Harry Potter and the Order of the Phoenix","","Severus Snape","Any idea how he got there?"
"Harry Potter and the Order of the Phoenix","","Draco Malfoy","He's pretty confused, but I think he said something about the Vanishing Closet."
"Harry Potter and the Order of the Phoenix","","Severus Snape","We will pick your remedial potions lesson up tomorrow, Potter."
"Harry Potter and the Order of the Phoenix","","Sirius Black","Put that away, James."
"Harry Potter and the Order of the Phoenix","","Sirius Black","I'm bored. Wish it was full moon."
"Harry Potter and the Order of the Phoenix","","Remus Lupin","Easy for you to say."
"Harry Potter and the Order of the Phoenix","","James Potter","This should cheer you up, Sirius. Look. Sirius grins."
"Harry Potter and the Order of the Phoenix","","James Potter","All right, there, Snivellus?"
"Harry Potter and the Order of the Phoenix","","Sirius Black","Expelliarmus!"
"Harry Potter and the Order of the Phoenix","","James Potter","Impedimenta!"
"Harry Potter and the Order of the Phoenix","","Severus Snape","You just wait..."
"Harry Potter and the Order of the Phoenix","","James Potter","And now, the moment you've all been waiting for--"
"Harry Potter and the Order of the Phoenix","","Lily Potter","Leave him alone, James Potter!"
"Harry Potter and the Order of the Phoenix","","James Potter","Another charity case, Lily?"
"Harry Potter and the Order of the Phoenix","","Lily Potter","What has he done to you?"
"Harry Potter and the Order of the Phoenix","","James Potter","Nothing. It's more the fact that he exists, you see..."
"Harry Potter and the Order of the Phoenix","","Severus Snape","Semper-——"
"Harry Potter and the Order of the Phoenix","","James Potter","Levicorpus!"
"Harry Potter and the Order of the Phoenix","","Lily Potter","Leave him alone, Potter!"
"Harry Potter and the Order of the Phoenix","","James Potter","I will if you go out with me."
"Harry Potter and the Order of the Phoenix","","Lily Potter","I wouldn't go out with you if it were a choice between you and the giant squid! Now let him down."
"Harry Potter and the Order of the Phoenix","","Sirius Black","Locomotor mortis!"
"Harry Potter and the Order of the Phoenix","","Lily Potter","I said, leave him alone!"
"Harry Potter and the Order of the Phoenix","","James Potter","Don't make me hex you, Lily."
"Harry Potter and the Order of the Phoenix","","Lily Potter","Then let him go!"
"Harry Potter and the Order of the Phoenix","","James Potter","Fine!"
"Harry Potter and the Order of the Phoenix","","James Potter","You're lucky Lily was here, Snivellus!"
"Harry Potter and the Order of the Phoenix","","Severus Snape","I don't need help from a mud-blood like her!"
"Harry Potter and the Order of the Phoenix","","James Potter","Apologize to her! Now!"
"Harry Potter and the Order of the Phoenix","","Lily Potter","Don't make him apologize. Honestly, you're as bad as he is!"
"Harry Potter and the Order of the Phoenix","","James Potter","I would never call you that."
"Harry Potter and the Order of the Phoenix","","Lily Potter","You make me sick, Potter."
"Harry Potter and the Order of the Phoenix","","James Potter","Lily! Hey Lily!"
"Harry Potter and the Order of the Phoenix","","Severus Snape","Having fun, Potter?"
"Harry Potter and the Order of the Phoenix","","Severus Snape","Been enjoying yourself?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","No!"
"Harry Potter and the Order of the Phoenix","","Severus Snape","Amusing man, your father..."
"Harry Potter and the Order of the Phoenix","","Harry Potter","I--sorry!"
"Harry Potter and the Order of the Phoenix","","Severus Snape","You will repeat what you saw to no"
"Harry Potter and the Order of the Phoenix","","Harry Potter","No, of course not!"
"Harry Potter and the Order of the Phoenix","","Severus Snape","You had better not, Potter, or you will experience a pain so horrible you will wish you had never been born!"
"Harry Potter and the Order of the Phoenix","","Severus Snape","Now get out of my sight! Do not set foot in this office ever again!"
"Harry Potter and the Order of the Phoenix","","Ron Weasley","Oy! That's Umbridge down there!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","They're heading for Hagrid's!"
"Harry Potter and the Order of the Phoenix","","Professor Tofty","Eyes back on the sky, please."
"Harry Potter and the Order of the Phoenix","","Professor Tofty","Twenty minutes left on your exam,"
"Harry Potter and the Order of the Phoenix","","Harry Potter","No!"
"Harry Potter and the Order of the Phoenix","","John Dawlish","Be reasonable, Hagrid!"
"Harry Potter and the Order of the Phoenix","","Ron Weasley","Look!"
"Harry Potter and the Order of the Phoenix","","Ron Weasley","McGonagall'll1 sort this out!"
"Harry Potter and the Order of the Phoenix","","Minerva McGonagall","Stop this immediately!"
"Harry Potter and the Order of the Phoenix","","Minerva McGonagall","Enough!"
"Harry Potter and the Order of the Phoenix","","Professor Tofty","Not even a warning!"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Get him, get him!"
"Harry Potter and the Order of the Phoenix","","Pomona Sprout","Get her to the hospital wing right away."
"Harry Potter and the Order of the Phoenix","","Griselda Marchbanks","Before we begin, I have an update on Professor McGonagall. She will be all right, and is resting in the hospital wing. Harry and Ron look encouraged."
"Harry Potter and the Order of the Phoenix","","Griselda Marchbanks","You may now turn your papers over"
"Harry Potter and the Order of the Phoenix","","Voldemort","Can you reach it? Can you take it for me, Black?"
"Harry Potter and the Order of the Phoenix","","Sirius Black","I would rather die!"
"Harry Potter and the Order of the Phoenix","","Voldemort","Oh, you will die. Eventually. But there are hours, even days of pain awaiting you before then."
"Harry Potter and the Order of the Phoenix","","Voldemort","I'm going to enjoy this, Black. I have you, and soon I shall have the weapon. And then not even your pathetic Order can stand in my way! Voldemort laughs, a horrible spine-chilling laugh."
"Harry Potter and the Order of the Phoenix","","Griselda Marchbanks","Are you all right, Potter?"
"Harry Potter and the Order of the Phoenix","","Griselda Marchbanks","Pressure of exams. It happens. Take a breath, and maybe you'll be ready to go back in. Time is nearly up, but--—"
"Harry Potter and the Order of the Phoenix","","Harry Potter","No--no, I've done all I can."
"Harry Potter and the Order of the Phoenix","","Ron Weasley","You all right?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Voldemort! He's got Sirius! In the Department of Mysteries!"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","How do you know?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","I just saw it."
"Harry Potter and the Order of the Phoenix","","Harry Potter","How're we going to get there?"
"Harry Potter and the Order of the Phoenix","","Ron Weasley","To the Department of Mysteries?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","We've got to do something!"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","How'd Voldemort get into the Ministry of Magic without being seen? I mean, he and Sirius are the two most wanted wizards in the world..."
"Harry Potter and the Order of the Phoenix","","Ron Weasley","Yeah. They can't just waltz into the Ministry of Magic!"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","It just seems so unlikely, Harry!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","I won't let Sirius die!"
"Harry Potter and the Order of the Phoenix","","Ginny Weasley","We heard Harry yelling. What's up?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Voldemort's broken into the Department of Mysteries. He's got Sirius there!"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Think, Harry! Voldemort knows you! He knows you'd rush off to save Sirius."
"Harry Potter and the Order of the Phoenix","","Harry Potter","There isn't anyone else, Hermione! Everyone from the Order is gone!"
"Harry Potter and the Order of the Phoenix","","Ginny Weasley","Anything we can do to help?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","No, there isn't!"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Yes, they can, Harry."
"Harry Potter and the Order of the Phoenix","","Harry Potter","How?"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Before we do anything, we need to establish that Sirius really isn't at Headquarters. Which means we'll need to break into Umbridge's office."
"Harry Potter and the Order of the Phoenix","","George Weasley","Might be able to."
"Harry Potter and the Order of the Phoenix","","Fred Weasley","Just give us a few seconds."
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Mind you, it's got to be really good!"
"Harry Potter and the Order of the Phoenix","","Fred Weasley","It's been too quiet around here"
"Harry Potter and the Order of the Phoenix","","George Weasley","Time we did some real damage to this place."
"Harry Potter and the Order of the Phoenix","","Hermione Granger","We'll also need to keep everyone away from her office."
"Harry Potter and the Order of the Phoenix","","Ginny Weasley","We can do that! Me and Luna'll guard the hallway."
"Harry Potter and the Order of the Phoenix","","Hermione Granger","We'll probably only manage five minutes or so."
"Harry Potter and the Order of the Phoenix","","Harry Potter","That's all we'll need."
"Harry Potter and the Order of the Phoenix","","Fred Weasley","Right. You've got ten minutes to get to Umbridge's office. And whatever you do, stay away from the Astronomy Tower for the next couple of hours."
"Harry Potter and the Order of the Phoenix","","George Weasley","Unless they spread, in which case, I'd get out of the castle for a while."
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Break out your Invisibility Cloak, Harry."
"Harry Potter and the Order of the Phoenix","","Argus Filch","Professor! It's those Weasley twins! They've set something off in the Astronomy Tower!"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Ready to try out the old punishments again?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Grimmauld Place!"
"Harry Potter and the Order of the Phoenix","","Fred Weasley","That was worth it!"
"Harry Potter and the Order of the Phoenix","","Argus Filch","I've got you now!"
"Harry Potter and the Order of the Phoenix","","Fred Weasley","Thank you for playing, one and all."
"Harry Potter and the Order of the Phoenix","","George Weasley","And now, we've got to go!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Sirius! Lupin? Hello?"
"Harry Potter and the Order of the Phoenix","","Kreacher","What's this? The Potter boy in the fire..."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Kreacher, where's Sirius?"
"Harry Potter and the Order of the Phoenix","","Kreacher","Master went out."
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","So, turning a hallway into a swamp is funny, is it?"
"Harry Potter and the Order of the Phoenix","","Fred Weasley","Fairly amusing, yeah."
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Well, now you're going to learn what happens to wrongdoers in my school."
"Harry Potter and the Order of the Phoenix","","Fred Weasley","This was never your school! Hogwarts is Dumbledore's school!"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Well, now you're going to get your"
"Harry Potter and the Order of the Phoenix","","George Weasley","You know, I don't think we are."
"Harry Potter and the Order of the Phoenix","","Fred Weasley","George, I think we've outgrown full- time education. Wouldn't you agree?"
"Harry Potter and the Order of the Phoenix","","George Weasley","Completely, Fred."
"Harry Potter and the Order of the Phoenix","","Fred Weasley","Time to enter the real world?"
"Harry Potter and the Order of the Phoenix","","George Weasley","Definitely."
"Harry Potter and the Order of the Phoenix","","Fred Weasley","Accio brooms!"
"Harry Potter and the Order of the Phoenix","","George Weasley","Accio brooms!"
"Harry Potter and the Order of the Phoenix","","Fred Weasley","We won't be seeing you."
"Harry Potter and the Order of the Phoenix","","George Weasley","Yeah, don't bother writing."
"Harry Potter and the Order of the Phoenix","","Fred Weasley","Be sure to visit us at our new premises on Diagon Alley!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","You know where he is, don't you?"
"Harry Potter and the Order of the Phoenix","","Kreacher","Master does not tell Kreacher where he goes."
"Harry Potter and the Order of the Phoenix","","Kreacher","Master will never return from the Department of Mysteries!"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","You think you could simply walk into my office without me knowing about it? Foolish boy!"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Accio wand!"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Who were you trying to contact?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","It's none of your business."
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Draco, would you fetch Professor Snape, please?"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Very well, Potter. I have been patient enough with you."
"Harry Potter and the Order of the Phoenix","","Severus Snape","You wished to see me?"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","I have just caught Potter trying to communicate with someone in my fire. I need some Veritaserum. Truth syrum."
"Harry Potter and the Order of the Phoenix","","Severus Snape","Well, it appears that I cannot help you. I have none."
"Harry Potter and the Order of the Phoenix","","Harry Potter","He's got Padfoot at the place it's hidden!"
"Harry Potter and the Order of the Phoenix","","Severus Snape","Potter, if I want nonsense shouted at me, I shall inform you. He sweeps from the office. Umbridge is enraged."
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","We've played nicely, Potter. You"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","You could have saved me a lot of trouble if those Dementors I sent to your house had finished you off!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","You sent the Dementors?"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Of course I did! Someone had to act!"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","No! Please, stop!"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Well, well."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Hermione, no!"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","We have to tell her, Harry..."
"Harry Potter and the Order of the Phoenix","","Harry Potter","I would rather die!"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Shut up, Potter! Now talk, you silly girl! Who were you talking to?"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","We were trying to find Professor Dumbledore. We had to tell him..."
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Tell him?"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","That it's ready. The weapon."
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","You and Mr. Potter will take me to it."
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Much further, is it?"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Oh, yes. It's very well hidden."
"Harry Potter and the Order of the Phoenix","","Magorian","What are you doing in our forest?"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Your forest? This forest belongs to the Ministry of Magic!"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Stay back, you beasts!"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","You cannot attack me! Any attack on a wizard by a half-breed--"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Don't call them that!"
"Harry Potter and the Order of the Phoenix","","Magorian","You dare to insult us?"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Come no closer!"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Incarcerus!"
"Harry Potter and the Order of the Phoenix","","Dolores Umbridge","Ingrates! Animals! Filthy half- bloods!"
"Harry Potter and the Order of the Phoenix","","Centaur","What of these two?"
"Harry Potter and the Order of the Phoenix","","Centaur","They have been here with Hagrid. They have heard the warnings and disobeyed. They must suffer the consequences!"
"Harry Potter and the Order of the Phoenix","","Draco Malfoy","God, I can't wait until all you Weasleys have been expelled. Your stench has been fouling this castle for too long."
"Harry Potter and the Order of the Phoenix","","Ron Weasley","Shut up, Malfoy!"
"Harry Potter and the Order of the Phoenix","","Draco Malfoy","That's for speaking to me. You know, you Weasleys are just as bad as Mudbloods!"
"Harry Potter and the Order of the Phoenix","","Draco Malfoy","You know, Weasley, it's really too bad Potter saved you from the Chamber of Secrets."
"Harry Potter and the Order of the Phoenix","","Ron Weasley","Stupify!"
"Harry Potter and the Order of the Phoenix","","Neville Longbottom","Expelliarmus!"
"Harry Potter and the Order of the Phoenix","","Grawp","Haggar!"
"Harry Potter and the Order of the Phoenix","","Grawp","Hermy! Where Haggar?"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Grawp, help us!"
"Harry Potter and the Order of the Phoenix","","Grawp","Grawp save Hermy!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Great plan, Hermione."
"Harry Potter and the Order of the Phoenix","","Hermione Granger","I thought it worked out rather nicely."
"Harry Potter and the Order of the Phoenix","","Ron Weasley","That's just what we were wondering."
"Harry Potter and the Order of the Phoenix","","Ron Weasley","So, how do we get to the Ministry?"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","I'd imagine we should fly."
"Harry Potter and the Order of the Phoenix","","Harry Potter","We've got no brooms."
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","There are other ways to fly."
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","I mean, they can fly, and they're"
"Harry Potter and the Order of the Phoenix","","Harry Potter","What are those?"
"Harry Potter and the Order of the Phoenix","","Ron Weasley","What are what?"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","There's nothing there, Harry."
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","Yes, there is. They're Thestrals. You can't see them unless you've seen someone die."
"Harry Potter and the Order of the Phoenix","","Neville Longbottom","I can see them too."
"Harry Potter and the Order of the Phoenix","","Harry Potter","All right, then. Get on one, and we'll be off."
"Harry Potter and the Order of the Phoenix","","Ron Weasley","And what about those of us who can't see them? Luna comes over to them."
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","I'll show you."
"Harry Potter and the Order of the Phoenix","","Ron Weasley","Never again..."
"Harry Potter and the Order of the Phoenix","","Ginny Weasley","What now, Harry?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","All right, come on."
"Harry Potter and the Order of the Phoenix","","Witch","Department of Mysteries."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Where is everyone?"
"Harry Potter and the Order of the Phoenix","","Ginny Weasley","The Ministry closed a half-hour ago. I expect they all went home."
"Harry Potter and the Order of the Phoenix","","Harry Potter","That's how Voldemort got in unnoticed."
"Harry Potter and the Order of the Phoenix","","Harry Potter","This is it. Come on."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Stay close."
"Harry Potter and the Order of the Phoenix","","Ginny Weasley","Now where?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","I don't understand. In my dream,"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Well, let's try a few."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Yeah. I'll1 know the way when I see it."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Who's there?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Sirius?"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","There's no one here, Harry. This isn't the right room."
